Folio,Nombre del Articulo,Descripcion,Precio,Cantidad,Fecha de Compra,Monto,Impuesto
SEL-11792,Teclado Inalámbrico,Teclas silenciosas español,4782.7,5,11/01/2024,23913.5,3826.16
SEL-10071,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,,3,07/05/2024,0.0,0.0
SEL-10363,Teclado Inalámbrico,Teclas silenciosas español,6101.07,3,02/01/2023,18303.21,2928.51
SEL-11872,Mochila Porta Laptop,Impermeable con puerto USB,1212.39,1,30/01/2024,1212.39,193.98
SEL-12065,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3247.68,2,06/02/2024,6495.36,1039.26
SEL-12289,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1213.29,3,20/10/2023,3639.87,582.38
SEL-11247,Batería Portátil,20000mAh carga rápida,3241.09,3,25/05/2023,9723.27,1555.72
SEL-11017,Silla de Oficina,Soporte lumbar ajustable,1101.84,5,25/03/2023,5509.2,881.47
SEL-11709,Smartphone X,Pantalla OLED 6.5 pulgadas,3761.16,1,16/07/2023,3761.16,601.79
SEL-11385,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1818.18,1,22/02/2024,1818.18,290.91
SEL-11189,Mochila Porta Laptop,Impermeable con puerto USB,3664.45,3,16/12/2023,10993.35,1758.94
SEL-10030,Teclado Inalámbrico,Teclas silenciosas español,,4,11/01/2024,0.0,0.0
SEL-11858,Batería Portátil,20000mAh carga rápida,1792.6,4,18/03/2023,7170.4,1147.26
SEL-12249,Lámpara LED Escritorio,3 niveles de temperatura de color,3980.08,1,22/06/2023,3980.08,636.81
SEL-10163,Monitor Curvo 27',Resolución 2K 144Hz,4145.45,1,24/03/2023,4145.45,663.27
SEL-10260,Silla de Oficina,Soporte lumbar ajustable,6215.51,4,24/05/2023,24862.04,3977.93
SEL-11197,Smartphone X,Pantalla OLED 6.5 pulgadas,2069.66,5,27/04/2024,10348.3,1655.73
SEL-10697,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3155.34,1,17/04/2024,3155.34,504.85
SEL-12250,Smartphone X,Pantalla OLED 6.5 pulgadas,2439.21,4,07/03/2023,9756.84,1561.09
SEL-10515,Smartphone X,Pantalla OLED 6.5 pulgadas,1007.26,5,04/01/2024,5036.3,805.81
SEL-10352,Silla de Oficina,Soporte lumbar ajustable,2454.04,5,16/03/2023,12270.2,1963.23
SEL-11363,Lámpara LED Escritorio,3 niveles de temperatura de color,4238.15,5,19/10/2023,21190.75,3390.52
SEL-12377,Mochila Porta Laptop,Impermeable con puerto USB,5625.77,2,20/04/2023,11251.54,1800.25
SEL-11616,Teclado Inalámbrico,Teclas silenciosas español,4846.4,5,03/03/2023,24232.0,3877.12
SEL-11178,Silla de Oficina,Soporte lumbar ajustable,272.23,4,13/08/2023,1088.92,174.23
SEL-11783,Smartphone X,Pantalla OLED 6.5 pulgadas,4405.33,4,25/09/2023,17621.32,2819.41
SEL-10883,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5929.73,4,25/03/2023,23718.92,3795.03
SEL-10134,Monitor Curvo 27',Resolución 2K 144Hz,1351.19,2,17/01/2024,2702.38,432.38
SEL-11841,Teclado Inalámbrico,Teclas silenciosas español,3105.06,5,21/12/2023,15525.3,2484.05
SEL-10355,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1785.36,4,30/09/2023,7141.44,1142.63
SEL-10512,Teclado Inalámbrico,Teclas silenciosas español,626.62,4,14/01/2023,2506.48,401.04
SEL-10230,Mochila Porta Laptop,Impermeable con puerto USB,2358.28,3,15/07/2023,7074.84,1131.97
SEL-11391,Batería Portátil,20000mAh carga rápida,2810.2,3,31/08/2023,8430.6,1348.9
SEL-11219,Batería Portátil,20000mAh carga rápida,1087.93,1,28/07/2023,1087.93,174.07
SEL-12027,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5259.92,4,02/01/2024,21039.68,3366.35
SEL-11874,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7202.42,2,03/01/2023,14404.84,2304.77
SEL-12240,Lámpara LED Escritorio,3 niveles de temperatura de color,3524.34,5,28/07/2023,17621.7,2819.47
SEL-10959,Smartphone X,Pantalla OLED 6.5 pulgadas,3941.88,1,14/04/2024,3941.88,630.7
SEL-10272,Teclado Inalámbrico,Teclas silenciosas español,7441.57,1,11/04/2024,7441.57,1190.65
SEL-10320,Silla de Oficina,Soporte lumbar ajustable,942.48,4,21/12/2023,3769.92,603.19
SEL-11307,Cafetera Espresso,Presión 15 bares automática,939.67,4,17/07/2023,3758.68,601.39
SEL-11181,Teclado Inalámbrico,Teclas silenciosas español,206.13,1,19/08/2023,206.13,32.98
SEL-11487,Batería Portátil,20000mAh carga rápida,7161.91,3,11/03/2024,21485.73,3437.72
SEL-10510,Mochila Porta Laptop,Impermeable con puerto USB,2088.05,5,08/02/2023,10440.25,1670.44
SEL-11960,Teclado Inalámbrico,Teclas silenciosas español,5722.89,2,03/02/2024,11445.78,1831.32
SEL-12060,Lámpara LED Escritorio,3 niveles de temperatura de color,968.18,4,04/04/2023,3872.72,619.64
SEL-10318,Mochila Porta Laptop,Impermeable con puerto USB,4377.15,4,25/04/2024,17508.6,2801.38
SEL-12418,Mochila Porta Laptop,Impermeable con puerto USB,5741.33,1,24/01/2023,5741.33,918.61
SEL-10573,Cafetera Espresso,Presión 15 bares automática,7411.66,5,22/10/2023,37058.3,5929.33
SEL-12063,Lámpara LED Escritorio,3 niveles de temperatura de color,3230.95,4,03/06/2023,12923.8,2067.81
SEL-11194,Cafetera Espresso,Presión 15 bares automática,3177.23,5,21/01/2024,15886.15,2541.78
SEL-10326,Smartphone X,Pantalla OLED 6.5 pulgadas,6503.31,2,05/12/2023,13006.62,2081.06
SEL-10722,Batería Portátil,20000mAh carga rápida,926.56,5,07/01/2024,4632.8,741.25
SEL-10105,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2295.54,2,19/05/2023,4591.08,734.57
SEL-10999,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3696.43,4,12/11/2023,14785.72,2365.72
SEL-10300,Monitor Curvo 27',Resolución 2K 144Hz,7323.93,1,05/10/2023,7323.93,1171.83
SEL-11745,Batería Portátil,20000mAh carga rápida,1835.05,4,02/06/2023,7340.2,1174.43
SEL-10521,Lámpara LED Escritorio,3 niveles de temperatura de color,3566.0,3,08/11/2023,10698.0,1711.68
SEL-12227,Smartphone X,Pantalla OLED 6.5 pulgadas,4551.72,2,13/03/2023,9103.44,1456.55
SEL-11056,Silla de Oficina,Soporte lumbar ajustable,5904.36,1,25/04/2024,5904.36,944.7
SEL-11098,Teclado Inalámbrico,Teclas silenciosas español,1352.74,3,05/12/2023,4058.22,649.32
SEL-11094,Teclado Inalámbrico,Teclas silenciosas español,6199.11,4,24/10/2023,24796.44,3967.43
SEL-11571,Cafetera Espresso,Presión 15 bares automática,793.48,5,03/03/2024,3967.4,634.78
SEL-11852,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1480.27,4,31/12/2023,5921.08,947.37
SEL-11968,Batería Portátil,20000mAh carga rápida,2027.63,3,02/09/2023,6082.89,973.26
SEL-10973,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2864.06,4,12/03/2024,11456.24,1833.0
SEL-10164,Silla de Oficina,Soporte lumbar ajustable,7279.79,3,16/03/2023,21839.37,3494.3
SEL-10743,Smartphone X,Pantalla OLED 6.5 pulgadas,6062.7,4,24/07/2023,24250.8,3880.13
SEL-10478,Silla de Oficina,Soporte lumbar ajustable,2931.02,5,04/04/2024,14655.1,2344.82
SEL-10608,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3577.15,3,27/02/2023,10731.45,1717.03
SEL-12116,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7209.61,4,11/09/2023,28838.44,4614.15
SEL-11031,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,350.47,1,18/02/2023,350.47,56.08
SEL-11367,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6424.05,1,17/07/2023,6424.05,1027.85
SEL-11313,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4362.56,3,15/05/2023,13087.68,2094.03
SEL-11347,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4488.39,5,05/03/2023,22441.95,3590.71
SEL-10169,Teclado Inalámbrico,Teclas silenciosas español,6196.44,1,21/10/2023,6196.44,991.43
SEL-11483,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5081.76,5,04/03/2024,25408.8,4065.41
SEL-12336,Mochila Porta Laptop,Impermeable con puerto USB,1231.27,3,09/05/2023,3693.81,591.01
SEL-11437,Teclado Inalámbrico,Teclas silenciosas español,3692.8,5,30/06/2023,18464.0,2954.24
SEL-11490,Cafetera Espresso,Presión 15 bares automática,2137.93,1,14/09/2023,2137.93,342.07
SEL-12412,Smartphone X,Pantalla OLED 6.5 pulgadas,4610.87,3,06/11/2023,13832.61,2213.22
SEL-11683,Cafetera Espresso,Presión 15 bares automática,4183.82,1,03/06/2023,4183.82,669.41
SEL-10628,Teclado Inalámbrico,Teclas silenciosas español,7557.72,1,02/08/2023,7557.72,1209.24
SEL-11302,Mochila Porta Laptop,Impermeable con puerto USB,4249.94,1,10/05/2023,4249.94,679.99
SEL-11955,Mochila Porta Laptop,Impermeable con puerto USB,3037.18,4,23/12/2023,12148.72,1943.8
SEL-11914,Batería Portátil,20000mAh carga rápida,7401.54,4,19/03/2023,29606.16,4736.99
SEL-10663,Teclado Inalámbrico,Teclas silenciosas español,2080.7,1,13/08/2023,2080.7,332.91
SEL-11761,Teclado Inalámbrico,Teclas silenciosas español,6467.4,5,28/02/2024,32337.0,5173.92
SEL-10928,Teclado Inalámbrico,Teclas silenciosas español,4425.06,1,02/04/2023,4425.06,708.01
SEL-11588,Silla de Oficina,Soporte lumbar ajustable,6632.19,4,25/03/2023,26528.76,4244.6
SEL-10592,Mochila Porta Laptop,Impermeable con puerto USB,209.24,2,11/02/2024,418.48,66.96
SEL-10783,Cafetera Espresso,Presión 15 bares automática,4695.62,3,04/07/2023,14086.86,2253.9
SEL-10180,Batería Portátil,20000mAh carga rápida,1248.71,1,24/02/2023,1248.71,199.79
SEL-11161,Smartphone X,Pantalla OLED 6.5 pulgadas,5254.01,3,28/07/2023,15762.03,2521.92
SEL-10145,Smartphone X,Pantalla OLED 6.5 pulgadas,1071.93,5,01/02/2024,5359.65,857.54
SEL-10331,Teclado Inalámbrico,Teclas silenciosas español,5999.21,4,06/06/2023,23996.84,3839.49
SEL-11871,Silla de Oficina,Soporte lumbar ajustable,285.76,5,04/01/2024,1428.8,228.61
SEL-10048,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,,5,07/05/2024,0.0,0.0
SEL-11507,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2119.74,2,22/03/2024,4239.48,678.32
SEL-11848,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4649.94,1,26/03/2024,4649.94,743.99
SEL-10371,Monitor Curvo 27',Resolución 2K 144Hz,705.85,5,14/12/2023,3529.25,564.68
SEL-10609,Mochila Porta Laptop,Impermeable con puerto USB,1244.95,4,03/01/2024,4979.8,796.77
SEL-12026,Cafetera Espresso,Presión 15 bares automática,1476.98,2,16/02/2024,2953.96,472.63
SEL-12002,Teclado Inalámbrico,Teclas silenciosas español,2301.33,3,09/03/2024,6903.99,1104.64
SEL-12034,Smartphone X,Pantalla OLED 6.5 pulgadas,6171.3,5,06/01/2023,30856.5,4937.04
SEL-11171,Lámpara LED Escritorio,3 niveles de temperatura de color,2739.16,4,11/06/2023,10956.64,1753.06
SEL-10092,Smartphone X,Pantalla OLED 6.5 pulgadas,,5,12/03/2023,0.0,0.0
SEL-11100,Smartphone X,Pantalla OLED 6.5 pulgadas,2772.43,2,03/06/2023,5544.86,887.18
SEL-10041,Monitor Curvo 27',Resolución 2K 144Hz,,4,31/05/2023,0.0,0.0
SEL-11654,Smartphone X,Pantalla OLED 6.5 pulgadas,4206.19,3,29/06/2023,12618.57,2018.97
SEL-11883,Teclado Inalámbrico,Teclas silenciosas español,776.88,5,27/02/2024,3884.4,621.5
SEL-10040,Monitor Curvo 27',Resolución 2K 144Hz,,2,21/02/2024,0.0,0.0
SEL-10027,Teclado Inalámbrico,Teclas silenciosas español,,4,28/11/2023,0.0,0.0
SEL-11665,Teclado Inalámbrico,Teclas silenciosas español,1068.68,2,14/05/2024,2137.36,341.98
SEL-11945,Monitor Curvo 27',Resolución 2K 144Hz,584.26,5,28/08/2023,2921.3,467.41
SEL-11236,Smartphone X,Pantalla OLED 6.5 pulgadas,4710.67,4,02/01/2024,18842.68,3014.83
SEL-10583,Silla de Oficina,Soporte lumbar ajustable,3618.42,3,19/01/2024,10855.26,1736.84
SEL-12180,Smartphone X,Pantalla OLED 6.5 pulgadas,7545.38,2,18/04/2024,15090.76,2414.52
SEL-11884,Batería Portátil,20000mAh carga rápida,4553.81,3,25/02/2024,13661.43,2185.83
SEL-12265,Monitor Curvo 27',Resolución 2K 144Hz,6774.06,2,07/06/2023,13548.12,2167.7
SEL-10667,Silla de Oficina,Soporte lumbar ajustable,2139.91,4,07/02/2024,8559.64,1369.54
SEL-10972,Lámpara LED Escritorio,3 niveles de temperatura de color,2704.83,5,08/10/2023,13524.15,2163.86
SEL-10167,Silla de Oficina,Soporte lumbar ajustable,4954.51,5,12/07/2023,24772.55,3963.61
SEL-10606,Monitor Curvo 27',Resolución 2K 144Hz,7152.86,4,19/04/2024,28611.44,4577.83
SEL-10494,Cafetera Espresso,Presión 15 bares automática,2897.84,1,06/04/2023,2897.84,463.65
SEL-10239,Mochila Porta Laptop,Impermeable con puerto USB,3138.51,5,30/06/2023,15692.55,2510.81
SEL-11926,Mochila Porta Laptop,Impermeable con puerto USB,778.51,3,05/03/2024,2335.53,373.68
SEL-10985,Teclado Inalámbrico,Teclas silenciosas español,6914.67,4,09/07/2023,27658.68,4425.39
SEL-10378,Silla de Oficina,Soporte lumbar ajustable,4252.04,3,13/01/2024,12756.12,2040.98
SEL-10422,Cafetera Espresso,Presión 15 bares automática,4043.29,5,19/12/2023,20216.45,3234.63
SEL-10479,Cafetera Espresso,Presión 15 bares automática,7074.98,3,07/02/2024,21224.94,3395.99
SEL-10682,Teclado Inalámbrico,Teclas silenciosas español,2347.12,5,07/09/2023,11735.6,1877.7
SEL-11252,Teclado Inalámbrico,Teclas silenciosas español,4236.04,1,10/02/2024,4236.04,677.77
SEL-11653,Cafetera Espresso,Presión 15 bares automática,574.59,3,19/03/2024,1723.77,275.8
SEL-11678,Cafetera Espresso,Presión 15 bares automática,6118.73,4,09/04/2024,24474.92,3915.99
SEL-11719,Smartphone X,Pantalla OLED 6.5 pulgadas,6682.42,3,19/04/2023,20047.26,3207.56
SEL-10487,Monitor Curvo 27',Resolución 2K 144Hz,6845.69,1,08/03/2023,6845.69,1095.31
SEL-11389,Monitor Curvo 27',Resolución 2K 144Hz,5257.76,2,15/03/2024,10515.52,1682.48
SEL-10855,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6972.68,3,07/03/2024,20918.04,3346.89
SEL-10570,Monitor Curvo 27',Resolución 2K 144Hz,6875.33,2,28/03/2023,13750.66,2200.11
SEL-12415,Smartphone X,Pantalla OLED 6.5 pulgadas,3741.46,3,12/04/2023,11224.38,1795.9
SEL-10188,Mochila Porta Laptop,Impermeable con puerto USB,2336.64,3,24/11/2023,7009.92,1121.59
SEL-11989,Mochila Porta Laptop,Impermeable con puerto USB,7968.52,3,11/05/2024,23905.56,3824.89
SEL-10158,Mochila Porta Laptop,Impermeable con puerto USB,473.1,1,30/06/2023,473.1,75.7
SEL-10532,Batería Portátil,20000mAh carga rápida,3013.94,3,22/09/2023,9041.82,1446.69
SEL-10954,Cafetera Espresso,Presión 15 bares automática,7266.58,3,05/02/2023,21799.74,3487.96
SEL-10067,Smartphone X,Pantalla OLED 6.5 pulgadas,,3,29/09/2023,0.0,0.0
SEL-11593,Monitor Curvo 27',Resolución 2K 144Hz,1664.9,3,13/01/2024,4994.7,799.15
SEL-11445,Teclado Inalámbrico,Teclas silenciosas español,417.71,3,22/04/2023,1253.13,200.5
SEL-11050,Smartphone X,Pantalla OLED 6.5 pulgadas,4921.88,5,02/10/2023,24609.4,3937.5
SEL-11828,Monitor Curvo 27',Resolución 2K 144Hz,3857.39,2,19/10/2023,7714.78,1234.36
SEL-12435,Batería Portátil,20000mAh carga rápida,417.09,4,02/12/2023,1668.36,266.94
SEL-12283,Cafetera Espresso,Presión 15 bares automática,6458.98,3,13/11/2023,19376.94,3100.31
SEL-12402,Silla de Oficina,Soporte lumbar ajustable,3254.83,1,17/07/2023,3254.83,520.77
SEL-10824,Lámpara LED Escritorio,3 niveles de temperatura de color,2233.79,3,16/07/2023,6701.37,1072.22
SEL-11289,Batería Portátil,20000mAh carga rápida,3557.06,2,23/06/2023,7114.12,1138.26
SEL-11405,Cafetera Espresso,Presión 15 bares automática,2226.02,5,22/04/2024,11130.1,1780.82
SEL-10872,Lámpara LED Escritorio,3 niveles de temperatura de color,4091.29,4,02/05/2023,16365.16,2618.43
SEL-11428,Batería Portátil,20000mAh carga rápida,680.09,2,16/02/2024,1360.18,217.63
SEL-10391,Mochila Porta Laptop,Impermeable con puerto USB,5100.06,1,07/07/2023,5100.06,816.01
SEL-11620,Batería Portátil,20000mAh carga rápida,5687.67,2,09/09/2023,11375.34,1820.05
SEL-12165,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2761.91,1,22/03/2023,2761.91,441.91
SEL-10712,Cafetera Espresso,Presión 15 bares automática,5407.83,1,01/10/2023,5407.83,865.25
SEL-11408,Lámpara LED Escritorio,3 niveles de temperatura de color,3883.79,1,07/04/2023,3883.79,621.41
SEL-11414,Lámpara LED Escritorio,3 niveles de temperatura de color,6951.34,3,11/01/2023,20854.02,3336.64
SEL-10952,Lámpara LED Escritorio,3 niveles de temperatura de color,4755.79,1,12/07/2023,4755.79,760.93
SEL-10332,Smartphone X,Pantalla OLED 6.5 pulgadas,6937.96,5,02/05/2023,34689.8,5550.37
SEL-10398,Batería Portátil,20000mAh carga rápida,4059.94,5,13/02/2024,20299.7,3247.95
SEL-10723,Smartphone X,Pantalla OLED 6.5 pulgadas,1893.05,4,23/10/2023,7572.2,1211.55
SEL-11873,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,405.87,5,17/01/2023,2029.35,324.7
SEL-10860,Smartphone X,Pantalla OLED 6.5 pulgadas,5767.21,2,23/03/2024,11534.42,1845.51
SEL-10132,Batería Portátil,20000mAh carga rápida,7581.64,2,25/10/2023,15163.28,2426.12
SEL-11970,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5326.54,1,11/10/2023,5326.54,852.25
SEL-12297,Silla de Oficina,Soporte lumbar ajustable,1177.09,4,07/01/2024,4708.36,753.34
SEL-11520,Smartphone X,Pantalla OLED 6.5 pulgadas,4852.17,3,05/03/2023,14556.51,2329.04
SEL-12212,Mochila Porta Laptop,Impermeable con puerto USB,3896.37,2,01/11/2023,7792.74,1246.84
SEL-11340,Mochila Porta Laptop,Impermeable con puerto USB,7094.5,3,04/01/2023,21283.5,3405.36
SEL-11740,Batería Portátil,20000mAh carga rápida,5408.86,4,01/01/2023,21635.44,3461.67
SEL-10739,Cafetera Espresso,Presión 15 bares automática,6600.64,2,20/04/2024,13201.28,2112.2
SEL-10381,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5883.54,3,05/08/2023,17650.62,2824.1
SEL-12428,Teclado Inalámbrico,Teclas silenciosas español,6770.16,1,02/05/2023,6770.16,1083.23
SEL-10273,Mochila Porta Laptop,Impermeable con puerto USB,6136.05,4,15/03/2023,24544.2,3927.07
SEL-11446,Batería Portátil,20000mAh carga rápida,1926.92,3,27/09/2023,5780.76,924.92
SEL-12266,Teclado Inalámbrico,Teclas silenciosas español,2524.3,1,19/02/2024,2524.3,403.89
SEL-11888,Silla de Oficina,Soporte lumbar ajustable,1114.45,4,16/05/2023,4457.8,713.25
SEL-12239,Silla de Oficina,Soporte lumbar ajustable,328.81,4,19/01/2024,1315.24,210.44
SEL-11578,Lámpara LED Escritorio,3 niveles de temperatura de color,5907.0,3,07/10/2023,17721.0,2835.36
SEL-12179,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4387.17,5,01/06/2023,21935.85,3509.74
SEL-10045,Monitor Curvo 27',Resolución 2K 144Hz,,2,02/09/2023,0.0,0.0
SEL-11129,Teclado Inalámbrico,Teclas silenciosas español,2266.21,3,04/11/2023,6798.63,1087.78
SEL-10321,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5381.07,1,02/02/2024,5381.07,860.97
SEL-11773,Mochila Porta Laptop,Impermeable con puerto USB,5379.51,4,21/11/2023,21518.04,3442.89
SEL-11959,Cafetera Espresso,Presión 15 bares automática,5574.42,4,15/12/2023,22297.68,3567.63
SEL-11390,Teclado Inalámbrico,Teclas silenciosas español,2782.19,3,10/03/2024,8346.57,1335.45
SEL-12268,Cafetera Espresso,Presión 15 bares automática,2795.3,2,31/10/2023,5590.6,894.5
SEL-10346,Batería Portátil,20000mAh carga rápida,3941.47,4,16/06/2023,15765.88,2522.54
SEL-11911,Smartphone X,Pantalla OLED 6.5 pulgadas,4709.21,5,11/02/2023,23546.05,3767.37
SEL-10685,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5139.72,3,12/02/2024,15419.16,2467.07
SEL-10362,Batería Portátil,20000mAh carga rápida,4552.22,4,08/06/2023,18208.88,2913.42
SEL-11875,Lámpara LED Escritorio,3 niveles de temperatura de color,3225.76,1,27/11/2023,3225.76,516.12
SEL-11035,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7165.57,4,15/08/2023,28662.28,4585.96
SEL-11661,Smartphone X,Pantalla OLED 6.5 pulgadas,3186.79,1,27/03/2024,3186.79,509.89
SEL-10800,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4541.18,5,15/07/2023,22705.9,3632.94
SEL-11478,Batería Portátil,20000mAh carga rápida,3947.38,1,23/04/2024,3947.38,631.58
SEL-10077,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,,5,06/01/2024,0.0,0.0
SEL-12131,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1430.58,3,11/01/2023,4291.74,686.68
SEL-10877,Lámpara LED Escritorio,3 niveles de temperatura de color,2511.9,5,13/04/2023,12559.5,2009.52
SEL-11566,Teclado Inalámbrico,Teclas silenciosas español,4976.19,4,01/06/2023,19904.76,3184.76
SEL-11908,Batería Portátil,20000mAh carga rápida,4641.37,1,28/04/2024,4641.37,742.62
SEL-10392,Smartphone X,Pantalla OLED 6.5 pulgadas,3733.94,3,22/03/2023,11201.82,1792.29
SEL-10953,Teclado Inalámbrico,Teclas silenciosas español,6704.54,5,23/04/2023,33522.7,5363.63
SEL-11127,Mochila Porta Laptop,Impermeable con puerto USB,2059.87,3,31/05/2023,6179.61,988.74
SEL-11658,Lámpara LED Escritorio,3 niveles de temperatura de color,7880.73,5,27/04/2023,39403.65,6304.58
SEL-10874,Mochila Porta Laptop,Impermeable con puerto USB,2043.14,5,28/03/2023,10215.7,1634.51
SEL-10196,Silla de Oficina,Soporte lumbar ajustable,4684.68,2,09/11/2023,9369.36,1499.1
SEL-11973,Cafetera Espresso,Presión 15 bares automática,7982.43,1,25/03/2023,7982.43,1277.19
SEL-10035,Cafetera Espresso,Presión 15 bares automática,,2,15/05/2023,0.0,0.0
SEL-10920,Smartphone X,Pantalla OLED 6.5 pulgadas,1808.88,1,16/09/2023,1808.88,289.42
SEL-10141,Monitor Curvo 27',Resolución 2K 144Hz,800.96,1,07/10/2023,800.96,128.15
SEL-10508,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3087.74,3,17/01/2023,9263.22,1482.12
SEL-10911,Teclado Inalámbrico,Teclas silenciosas español,4473.24,3,23/01/2024,13419.72,2147.16
SEL-11842,Batería Portátil,20000mAh carga rápida,3702.26,5,11/10/2023,18511.3,2961.81
SEL-11930,Teclado Inalámbrico,Teclas silenciosas español,233.17,4,30/11/2023,932.68,149.23
SEL-11262,Monitor Curvo 27',Resolución 2K 144Hz,1085.15,1,06/02/2024,1085.15,173.62
SEL-10888,Monitor Curvo 27',Resolución 2K 144Hz,4924.05,1,13/02/2024,4924.05,787.85
SEL-10671,Cafetera Espresso,Presión 15 bares automática,3480.99,1,06/05/2024,3480.99,556.96
SEL-10613,Monitor Curvo 27',Resolución 2K 144Hz,7714.59,2,25/04/2024,15429.18,2468.67
SEL-11737,Teclado Inalámbrico,Teclas silenciosas español,2366.14,1,09/12/2023,2366.14,378.58
